<DATE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>
11.12.2018;112740;112740;112670;112690
11.12.2018;112690;112740;112680;112700
11.12.2018;112700;112750;112700;112740
11.12.2018;112740;112740;112710;112720
11.12.2018;112720;112780;112700;112770
11.12.2018;112770;112910;112760;112900
11.12.2018;112900;112920;112860;112900
11.12.2018;112910;112910;112870;112900
11.12.2018;112880;112980;112880;112960
11.12.2018;112960;112980;112950;112950
11.12.2018;112950;112980;112930;112930
11.12.2018;112930;112970;112920;112970
11.12.2018;112980;112990;112950;112950
11.12.2018;112950;112970;112910;112920
11.12.2018;112920;112930;112910;112920
11.12.2018;112920;112940;112890;112930
11.12.2018;112920;112940;112900;112940
11.12.2018;112920;112930;112900;112920
11.12.2018;112910;112940;112900;112940
11.12.2018;112930;112950;112930;112940
11.12.2018;112940;112940;112910;112910
11.12.2018;112920;112940;112920;112920
11.12.2018;112930;112950;112920;112920
11.12.2018;112920;112930;112870;112870
11.12.2018;112890;112950;112880;112900
11.12.2018;112890;112900;112840;112900
11.12.2018;112890;112930;112870;112930
11.12.2018;112940;112950;112910;112920
11.12.2018;112920;112940;112890;112920
11.12.2018;112910;112920;112880;112880
11.12.2018;112870;112890;112810;112840
11.12.2018;112830;112840;112810;112820
11.12.2018;112810;112820;112790;112810
11.12.2018;112820;112830;112780;112820
11.12.2018;112810;112830;112770;112770
11.12.2018;112770;112780;112740;112750
11.12.2018;112770;112800;112740;112780
11.12.2018;112770;112790;112740;112780
11.12.2018;112760;112780;112750;112760
11.12.2018;112760;112770;112720;112760
11.12.2018;112740;112790;112720;112790
11.12.2018;112770;112770;112720;112730
11.12.2018;112740;112790;112730;112790
11.12.2018;112780;112800;112720;112740
11.12.2018;112720;112760;112590;112650
